location_name_1,N_1,E_1,X_1,Y_1,location_name_2,N_2,E_2,X_2,Y_2
grab_1216909645.034,-933.869,-1748.04,-1762.899,-891.025,grab_1216905549.433,-932.774,-1751.945,-1766.761,-889.84
grab_1216909645.891,-933.869,-1748.04,-1762.899,-891.025,grab_1216905549.433,-932.774,-1751.945,-1766.761,-889.84
grab_1216909646.055,-932.89,-1760.033,-1774.818,-889.766,grab_1216905550.442,-932.093,-1760.075,-1774.841,-888.97
grab_1216909646.909,-932.705,-1762.432,-1777.202,-889.525,grab_1216905551.126,-931.723,-1764.043,-1778.784,-888.507
grab_1216909647.077,-932.054,-1771.816,-1786.532,-888.655,grab_1216905551.467,-930.611,-1775.924,-1790.589,-887.118
grab_1216909647.932,-932.054,-1771.816,-1786.532,-888.655,grab_1216905551.467,-930.611,-1775.924,-1790.589,-887.118
grab_1216909648.100,-929.761,-1783.944,-1798.554,-886.082,grab_1216905552.895,-929.634,-1788.01,-1802.6,-885.859
grab_1216909648.952,-929.317,-1786.348,-1800.938,-885.582,grab_1216905552.895,-929.634,-1788.01,-1802.6,-885.859
grab_1216909649.118,-928.089,-1795.654,-1810.176,-884.138,grab_1216905554.016,-928.443,-1798.063,-1812.583,-884.434
grab_1216909649.976,-927.662,-1797.977,-1812.479,-883.656,grab_1216905554.016,-928.443,-1798.063,-1812.583,-884.434
grab_1216909650.139,-926.929,-1807.847,-1822.29,-882.693,grab_1216905555.039,-927.544,-1810.319,-1824.766,-883.249
grab_1216909650.993,-926.929,-1807.847,-1822.29,-882.693,grab_1216905555.039,-927.544,-1810.319,-1824.766,-883.249
grab_1216909651.160,-925.939,-1817.009,-1831.39,-881.49,grab_1216905556.059,-926.665,-1816.324,-1830.726,-882.231
grab_1216909651.843,-925.404,-1824.227,-1838.565,-880.786,grab_1216905556.742,-926.593,-1820.354,-1834.737,-882.064
grab_1216909652.181,-924.994,-1833.594,-1847.883,-880.157,grab_1216905557.080,-926.472,-1828.633,-1842.978,-881.749
grab_1216909653.039,-924.829,-1836.049,-1850.324,-879.935,grab_1216905558.105,-925.602,-1840.554,-1854.829,-880.601
grab_1216909653.202,-922.624,-1845.631,-1859.814,-877.509,grab_1216905558.958,-925.06,-1850.638,-1864.858,-879.824
grab_1216909654.059,-922.492,-1847.902,-1862.072,-877.324,grab_1216905558.958,-925.06,-1850.638,-1864.858,-879.824
grab_1216909654.224,-921.742,-1857.023,-1871.137,-876.361,grab_1216905559.979,-925.034,-1852.676,-1866.886,-879.75
grab_1216909655.078,-921.446,-1859.413,-1873.51,-876.01,grab_1216905560.146,-923.668,-1866.37,-1880.491,-878.065
grab_1216909655.250,-920.924,-1868.76,-1882.805,-875.269,grab_1216905560.146,-923.668,-1866.37,-1880.491,-878.065
grab_1216909656.101,-920.737,-1871.078,-1885.109,-875.028,grab_1216905561.504,-922.735,-1874.023,-1888.089,-876.954
grab_1216909656.269,-920.271,-1878.086,-1892.077,-874.399,grab_1216905561.504,-922.735,-1874.023,-1888.089,-876.954
grab_1216909657.119,-920.271,-1878.086,-1892.077,-874.399,grab_1216905561.504,-922.735,-1874.023,-1888.089,-876.954
grab_1216909657.288,-919.335,-1892.714,-1906.621,-873.121,grab_1216905563.720,-920.433,-1898.42,-1912.33,-874.084
grab_1216909658.142,-918.942,-1894.922,-1908.81,-872.677,grab_1216905563.720,-920.433,-1898.42,-1912.33,-874.084
grab_1216909658.307,-918.514,-1904.347,-1918.186,-872.029,grab_1216905565.085,-920.42,-1900.228,-1914.129,-874.028
grab_1216909659.162,-917.913,-1908.746,-1922.552,-871.325,grab_1216905565.247,-919.222,-1913.193,-1927.011,-872.529
grab_1216909659.330,-917.681,-1913.114,-1926.896,-870.992,grab_1216905565.247,-919.222,-1913.193,-1927.011,-872.529
grab_1216909660.011,-916.765,-1921.48,-1935.206,-869.881,grab_1216905566.611,-918.276,-1922.63,-1936.387,-871.362
grab_1216909661.205,-913.395,-1950.126,-1963.652,-865.845,grab_1216905568.650,-914.898,-1946.224,-1959.801,-867.437
grab_1216909663.245,-913.756,-1952.086,-1965.612,-866.16,grab_1216905570.190,-914.368,-1955.26,-1968.787,-866.697
grab_1216909663.416,-913.16,-1968.582,-1982.024,-865.178,grab_1216905571.374,-913.848,-1970.258,-1983.71,-865.826
grab_1216909665.052,-913.16,-1968.582,-1982.024,-865.178,grab_1216905571.374,-913.848,-1970.258,-1983.71,-865.826
grab_1216909665.127,-912.21,-1981.035,-1994.402,-863.938,grab_1216905572.735,-913.136,-1980.196,-1993.589,-864.882
grab_1216909665.970,-912.21,-1981.035,-1994.402,-863.938,grab_1216905572.735,-913.136,-1980.196,-1993.589,-864.882
grab_1216909666.166,-911.268,-1995.455,-2008.74,-862.66,grab_1216905574.779,-911.394,-2000.828,-2014.093,-862.66
grab_1216909666.989,-911.268,-1995.455,-2008.74,-862.66,grab_1216905574.779,-911.394,-2000.828,-2014.093,-862.66
grab_1216909667.159,-910.872,-2002.279,-2015.526,-862.105,grab_1216905574.779,-911.394,-2000.828,-2014.093,-862.66
grab_1216909668.011,-910.721,-2004.526,-2017.76,-861.901,grab_1216905575.799,-910.862,-2005.007,-2018.242,-862.031
grab_1216909668.210,-909.585,-2017.755,-2030.906,-860.457,grab_1216905576.994,-910.14,-2022.449,-2035.594,-860.901
grab_1216909669.031,-909.585,-2017.755,-2030.906,-860.457,grab_1216905576.994,-910.14,-2022.449,-2035.594,-860.901
grab_1216909669.198,-907.094,-2029.369,-2042.413,-857.698,grab_1216905578.014,-909.105,-2033.695,-2046.769,-859.605
grab_1216909670.057,-907.094,-2029.369,-2042.413,-857.698,grab_1216905578.014,-909.105,-2033.695,-2046.769,-859.605
grab_1216909670.255,-906.146,-2040.36,-2053.335,-856.495,grab_1216905579.037,-906.986,-2044.541,-2057.519,-857.236
grab_1216909671.075,-906.146,-2040.36,-2053.335,-856.495,grab_1216905579.037,-906.986,-2044.541,-2057.519,-857.236
grab_1216909671.242,-904.889,-2051.577,-2064.475,-854.977,grab_1216905579.883,-906.518,-2049.099,-2062.046,-856.662
grab_1216909672.102,-904.889,-2051.577,-2064.475,-854.977,grab_1216905579.883,-906.518,-2049.099,-2062.046,-856.662
grab_1216909672.303,-903.386,-2062.638,-2075.455,-853.218,grab_1216905580.908,-905.31,-2058.473,-2071.352,-855.236
grab_1216909673.114,-903.386,-2062.638,-2075.455,-853.218,grab_1216905580.908,-905.31,-2058.473,-2071.352,-855.236
grab_1216909673.283,-902.663,-2071.345,-2084.108,-852.292,grab_1216905581.077,-904.028,-2070.243,-2083.042,-853.681
grab_1216909674.140,-902.454,-2073.514,-2086.262,-852.033,grab_1216905581.077,-904.028,-2070.243,-2083.042,-853.681
grab_1216909674.337,-901.587,-2086.368,-2099.042,-850.866,grab_1216905582.949,-902.997,-2084.021,-2096.738,-852.329
grab_1216909675.156,-901.587,-2086.368,-2099.042,-850.866,grab_1216905582.949,-902.997,-2084.021,-2096.738,-852.329
grab_1216909675.323,-900.941,-2092.805,-2105.437,-850.07,grab_1216905583.121,-902.055,-2092.86,-2105.518,-851.181
grab_1216909676.180,-900.576,-2097.015,-2109.62,-849.607,grab_1216905583.968,-901.846,-2095.028,-2107.672,-850.922
grab_1216909676.378,-900.217,-2107.048,-2119.603,-849.015,grab_1216905584.990,-900.888,-2105.594,-2118.171,-849.719
grab_1216909677.202,-899.814,-2115.137,-2127.649,-848.423,grab_1216905585.168,-900.349,-2113.456,-2125.987,-848.996
grab_1216909678.218,-899.54,-2119.287,-2131.775,-848.052,grab_1216905586.010,-899.696,-2120.4,-2132.887,-848.182
grab_1216909678.448,-898.862,-2127.567,-2140.004,-847.182,grab_1216905587.028,-899.4,-2123.607,-2136.073,-847.812
grab_1216909679.415,-898.69,-2129.7,-2142.124,-846.96,grab_1216905587.206,-898.57,-2133.306,-2145.711,-846.756
grab_1216909679.578,-898.109,-2138.162,-2150.537,-846.182,grab_1216905588.566,-898.2,-2138.874,-2151.247,-846.256
grab_1216909680.260,-898.109,-2138.162,-2150.537,-846.182,grab_1216905588.566,-898.2,-2138.874,-2151.247,-846.256
grab_1216909680.460,-898.09,-2152.365,-2164.68,-845.83,grab_1216905592.137,-896.739,-2151.695,-2163.98,-844.497
grab_1216909681.622,-898.008,-2154.439,-2166.743,-845.701,grab_1216905592.137,-896.739,-2151.695,-2163.98,-844.497
grab_1216909681.793,-898.066,-2161.643,-2173.918,-845.59,grab_1216905610.515,-896.162,-2159.547,-2171.785,-843.738
grab_1216909682.644,-898.282,-2162.95,-2175.225,-845.775,grab_1216905612.048,-895.822,-2164.826,-2177.034,-843.275
grab_1216909682.813,-898.387,-2172.972,-2185.208,-845.645,grab_1216905614.090,-895.396,-2172.766,-2184.931,-842.664
grab_1216909684.215,-898.287,-2175.035,-2187.259,-845.497,grab_1216905614.090,-895.396,-2172.766,-2184.931,-842.664
grab_1216909684.345,-898.541,-2183.523,-2195.718,-845.553,grab_1216905614.257,-894.865,-2182.527,-2194.639,-841.905
grab_1216909685.195,-898.473,-2188.543,-2200.715,-845.368,grab_1216905615.450,-894.707,-2186.087,-2198.18,-841.665
grab_1216909685.366,-898.258,-2195.96,-2208.096,-844.979,grab_1216905615.793,-894.879,-2198.963,-2211.006,-841.535
grab_1216909686.221,-898.168,-2200.831,-2212.944,-844.775,grab_1216905615.793,-894.879,-2198.963,-2211.006,-841.535
grab_1216909686.385,-897.933,-2208.226,-2220.302,-844.368,grab_1216905617.155,-894.747,-2208.404,-2220.404,-841.183
grab_1216909687.238,-897.698,-2213.238,-2225.288,-844.016,grab_1216905617.155,-894.747,-2208.404,-2220.404,-841.183
grab_1216909687.417,-897.281,-2223.134,-2235.133,-843.368,grab_1216905618.174,-894.832,-2218.335,-2230.295,-841.035
grab_1216909688.261,-897.19,-2225.611,-2237.597,-843.22,grab_1216905619.197,-894.748,-2228.235,-2240.152,-840.72
grab_1216909688.428,-896.738,-2235.601,-2247.534,-842.535,grab_1216905620.217,-894.645,-2230.159,-2242.066,-840.572
grab_1216909689.280,-896.738,-2235.601,-2247.534,-842.535,grab_1216905620.217,-894.645,-2230.159,-2242.066,-840.572
grab_1216909689.450,-896.249,-2248.008,-2259.878,-841.757,grab_1216905621.745,-894.547,-2252.122,-2263.935,-839.961
grab_1216909690.303,-896.195,-2250.438,-2262.296,-841.646,grab_1216905621.745,-894.547,-2252.122,-2263.935,-839.961
grab_1216909690.469,-895.828,-2260.126,-2271.935,-841.054,grab_1216905622.766,-894.458,-2258.604,-2270.387,-839.721
grab_1216909691.322,-895.736,-2262.499,-2274.296,-840.905,grab_1216905623.820,-894.564,-2266.302,-2278.055,-839.646
grab_1216909691.489,-895.032,-2272.069,-2283.809,-839.98,grab_1216905625.832,-894.861,-2273.465,-2285.196,-839.776
grab_1216909692.348,-894.92,-2274.408,-2286.136,-839.813,grab_1216905625.832,-894.861,-2273.465,-2285.196,-839.776
grab_1216909692.524,-894.638,-2283.76,-2295.442,-839.313,grab_1216905665.652,-895.461,-2285.651,-2297.345,-840.091
grab_1216909693.363,-894.654,-2288.41,-2300.073,-839.221,grab_1216905665.652,-895.461,-2285.651,-2297.345,-840.091
grab_1216909693.532,-894.931,-2295.493,-2307.133,-839.332,grab_1216905668.206,-896.061,-2298.609,-2310.262,-840.387
grab_1216909694.387,-895.098,-2297.872,-2309.506,-839.443,grab_1216905668.206,-896.061,-2298.609,-2310.262,-840.387
grab_1216909694.554,-896.179,-2307.584,-2319.202,-840.295,grab_1216905669.229,-896.944,-2306.231,-2317.873,-841.091
grab_1216909695.408,-896.179,-2307.584,-2319.202,-840.295,grab_1216905669.229,-896.944,-2306.231,-2317.873,-841.091
grab_1216909695.575,-898.587,-2322.559,-2334.172,-842.35,grab_1216905671.436,-900.594,-2325.873,-2337.52,-844.275
grab_1216909696.430,-898.587,-2322.559,-2334.172,-842.35,grab_1216905671.436,-900.594,-2325.873,-2337.52,-844.275
grab_1216909696.599,-900.73,-2332.488,-2344.11,-844.257,grab_1216905672.796,-901.925,-2331.251,-2342.907,-845.479
grab_1216909697.449,-903.243,-2342.408,-2354.048,-846.534,grab_1216905673.312,-904.955,-2342.667,-2354.347,-848.237
grab_1216909698.133,-903.243,-2342.408,-2354.048,-846.534,grab_1216905673.312,-904.955,-2342.667,-2354.347,-848.237
grab_1216909698.299,-906.813,-2354.697,-2366.371,-849.811,grab_1216905674.498,-909.542,-2356.429,-2368.161,-852.496
grab_1216909699.155,-907.648,-2357.095,-2368.779,-850.589,grab_1216905674.498,-909.542,-2356.429,-2368.161,-852.496
grab_1216909699.359,-911.134,-2366.612,-2378.339,-853.847,grab_1216905676.033,-912.804,-2366.665,-2378.432,-855.514
grab_1216909700.175,-911.914,-2369.022,-2380.758,-854.569,grab_1216905676.891,-913.446,-2368.722,-2380.495,-856.106
grab_1216909700.339,-914.474,-2376.214,-2387.98,-856.958,grab_1216905677.055,-916.047,-2376.879,-2388.68,-858.513
grab_1216909701.192,-916.108,-2381.067,-2392.852,-858.476,grab_1216905677.903,-917.477,-2380.932,-2392.749,-859.846
grab_1216909701.392,-919.58,-2390.758,-2402.584,-861.716,grab_1216905678.075,-920.094,-2388.962,-2400.808,-862.272
grab_1216909702.213,-919.58,-2390.758,-2402.584,-861.716,grab_1216905678.075,-920.094,-2388.962,-2400.808,-862.272
grab_1216909702.381,-923.925,-2402.879,-2414.758,-865.771,grab_1216905679.945,-924.252,-2401.007,-2412.902,-866.141
grab_1216909703.235,-924.797,-2405.288,-2417.177,-866.586,grab_1216905679.945,-924.252,-2401.007,-2412.902,-866.141
grab_1216909703.431,-929.385,-2416.736,-2428.687,-870.899,grab_1216905681.150,-930.375,-2417.012,-2428.985,-871.881
grab_1216909704.257,-929.385,-2416.736,-2428.687,-870.899,grab_1216905681.150,-930.375,-2417.012,-2428.985,-871.881
grab_1216909704.422,-933.206,-2425.498,-2437.502,-874.51,grab_1216905682.159,-935.554,-2429.126,-2441.171,-876.769
grab_1216909705.277,-934.129,-2427.675,-2439.692,-875.38,grab_1216905682.159,-935.554,-2429.126,-2441.171,-876.769
grab_1216909705.475,-938.697,-2438.249,-2450.331,-879.694,grab_1216905683.182,-940.133,-2439.412,-2451.523,-881.101
grab_1216909706.297,-938.697,-2438.249,-2450.331,-879.694,grab_1216905683.182,-940.133,-2439.412,-2451.523,-881.101
grab_1216909706.465,-942.483,-2446.332,-2458.47,-883.286,grab_1216905684.202,-943.851,-2447.739,-2459.903,-884.619
grab_1216909707.319,-943.401,-2448.302,-2460.453,-884.156,grab_1216905684.202,-943.851,-2447.739,-2459.903,-884.619
grab_1216909707.516,-947.033,-2456.136,-2468.341,-887.6,grab_1216905685.051,-945.766,-2451.907,-2464.099,-886.433
grab_1216909708.350,-947.912,-2458.026,-2470.244,-888.433,grab_1216905685.222,-949.65,-2460.195,-2472.445,-890.118
grab_1216909708.578,-953.379,-2468.982,-2481.284,-893.636,grab_1216905686.243,-954.712,-2470.459,-2482.786,-894.932
grab_1216909709.531,-954.236,-2470.746,-2483.061,-894.45,grab_1216905686.243,-954.712,-2470.459,-2482.786,-894.932
grab_1216909709.700,-957.734,-2477.57,-2489.94,-897.783,grab_1216905687.103,-955.833,-2472.435,-2484.781,-896.006
grab_1216909710.552,-958.588,-2479.231,-2491.613,-898.598,grab_1216905687.269,-961.171,-2482.623,-2495.053,-901.097
grab_1216909710.723,-963.569,-2488.426,-2500.888,-903.356,grab_1216905688.290,-964.307,-2488.259,-2500.74,-904.097
grab_1216909711.914,-963.569,-2488.426,-2500.888,-903.356,grab_1216905688.290,-964.307,-2488.259,-2500.74,-904.097
grab_1216909712.082,-967.259,-2494.75,-2507.274,-906.892,grab_1216905689.132,-968.981,-2494.641,-2507.206,-908.614
grab_1216909713.783,-967.259,-2494.75,-2507.274,-906.892,grab_1216905689.132,-968.981,-2494.641,-2507.206,-908.614
grab_1216909723.994,-967.259,-2494.75,-2507.274,-906.892,grab_1216905689.132,-968.981,-2494.641,-2507.206,-908.614
grab_1216909725.188,-967.259,-2494.75,-2507.274,-906.892,grab_1216905689.132,-968.981,-2494.641,-2507.206,-908.614
grab_1216909726.374,-967.259,-2494.75,-2507.274,-906.892,grab_1216905689.132,-968.981,-2494.641,-2507.206,-908.614
grab_1216909727.569,-967.259,-2494.75,-2507.274,-906.892,grab_1216905689.132,-968.981,-2494.641,-2507.206,-908.614
grab_1216909728.757,-1005.538,-2515.541,-2528.887,-944.625,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909729.611,-1006.379,-2516.615,-2529.976,-945.44,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909729.780,-1001.408,-2526.86,-2540.06,-940.237,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909730.632,-1001.408,-2526.86,-2540.06,-940.237,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909730.800,-1001.757,-2535.484,-2548.657,-940.386,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909731.652,-1002.186,-2538.777,-2551.946,-940.737,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909731.821,-1002.323,-2546.198,-2559.339,-940.7,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909732.675,-1008.398,-2549.083,-2562.357,-946.699,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909733.710,-1010.595,-2551.034,-2564.352,-948.847,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909733.868,-1014.018,-2555.455,-2568.835,-952.161,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909734.716,-1014.84,-2556.506,-2569.902,-952.957,grab_1216905690.154,-1017.96,-2555.11,-2568.585,-956.105
grab_1216909734.886,-1019.11,-2562.265,-2575.738,-957.086,grab_1216905696.280,-1023.158,-2563.31,-2576.875,-961.104
grab_1216909736.245,-1022.576,-2566.949,-2580.485,-960.437,grab_1216905697.307,-1024.403,-2564.996,-2578.583,-962.307
grab_1216909737.268,-1025.44,-2569.691,-2583.283,-963.233,grab_1216905697.477,-1029.328,-2571.81,-2585.486,-967.065
grab_1216909738.287,-1028.082,-2572.449,-2586.093,-965.806,grab_1216905697.477,-1029.328,-2571.81,-2585.486,-967.065
grab_1216909739.823,-1030.783,-2575.367,-2589.063,-968.436,grab_1216905698.322,-1030.515,-2573.417,-2587.114,-968.213
grab_1216909742.886,-1035.165,-2580.375,-2594.154,-972.694,grab_1216905698.495,-1036.994,-2581.668,-2595.484,-974.49
grab_1216909746.457,-1040.087,-2586.234,-2600.105,-977.471,grab_1216905699.519,-1040.876,-2586.699,-2600.587,-978.248
grab_1216909747.989,-1044.057,-2591.091,-2605.036,-981.322,grab_1216905700.198,-1043.716,-2589.959,-2603.901,-981.007
grab_1216909749.011,-1044.916,-2592.141,-2606.102,-982.155,grab_1216905700.198,-1043.716,-2589.959,-2603.901,-981.007
grab_1216909749.180,-1051.349,-2599.979,-2614.06,-988.395,grab_1216905701.389,-1052.371,-2600.07,-2614.175,-989.413
grab_1216909750.539,-1051.349,-2599.979,-2614.06,-988.395,grab_1216905701.389,-1052.371,-2600.07,-2614.175,-989.413
grab_1216909750.711,-1058.467,-2608.618,-2622.832,-995.301,grab_1216905702.419,-1059.824,-2608.724,-2622.97,-996.652
grab_1216909752.073,-1064.855,-2616.123,-2630.457,-1001.503,grab_1216905702.582,-1065.888,-2615.869,-2630.229,-1002.54
grab_1216909753.095,-1065.885,-2617.365,-2631.719,-1002.503,grab_1216905702.582,-1065.888,-2615.869,-2630.229,-1002.54
grab_1216909753.262,-1073.326,-2626.273,-2640.766,-1009.724,grab_1216905703.602,-1073.242,-2625.055,-2639.551,-1009.668
grab_1216909754.796,-1079.177,-2633.065,-2647.669,-1015.408,grab_1216905704.623,-1080.708,-2634.284,-2648.919,-1016.907
grab_1216909755.818,-1080.379,-2634.476,-2649.102,-1016.574,grab_1216905704.623,-1080.708,-2634.284,-2648.919,-1016.907
grab_1216909756.051,-1087.893,-2643.382,-2658.15,-1023.869,grab_1216905705.642,-1088.286,-2643.557,-2658.333,-1024.258
grab_1216909757.350,-1089.19,-2644.917,-2659.709,-1025.128,grab_1216905705.642,-1088.286,-2643.557,-2658.333,-1024.258
grab_1216909757.547,-1097.089,-2654.413,-2669.353,-1032.793,grab_1216905707.526,-1097.581,-2654.839,-2669.789,-1033.274
grab_1216909758.370,-1101.08,-2659.361,-2674.375,-1036.663,grab_1216905707.688,-1103.77,-2662.59,-2677.655,-1039.273
grab_1216909759.391,-1102.399,-2661.08,-2676.118,-1037.94,grab_1216905707.688,-1103.77,-2662.59,-2677.655,-1039.273
grab_1216909759.590,-1110.548,-2671.732,-2686.92,-1045.827,grab_1216905708.706,-1111.384,-2672.588,-2687.791,-1046.642
grab_1216909760.581,-1111.983,-2673.621,-2688.834,-1047.216,grab_1216905708.706,-1111.384,-2672.588,-2687.791,-1046.642
grab_1216909760.751,-1116.199,-2679.473,-2694.763,-1051.289,grab_1216905709.556,-1114.409,-2676.672,-2691.93,-1049.567
grab_1216909761.432,-1117.563,-2681.502,-2696.815,-1052.604,grab_1216905709.729,-1120.442,-2684.899,-2700.267,-1055.4
grab_1216909761.656,-1124.606,-2691.685,-2707.123,-1059.399,grab_1216905710.749,-1127.661,-2695.447,-2710.941,-1062.361
grab_1216909762.622,-1126.028,-2693.782,-2709.244,-1060.769,grab_1216905710.749,-1127.661,-2695.447,-2710.941,-1062.361
grab_1216909762.793,-1128.777,-2697.976,-2713.487,-1063.417,grab_1216905710.749,-1127.661,-2695.447,-2710.941,-1062.361
grab_1216909763.475,-1131.489,-2702.137,-2717.695,-1066.027,grab_1216905711.774,-1133.312,-2703.959,-2719.552,-1067.805
grab_1216909763.704,-1139.72,-2714.756,-2730.456,-1073.951,grab_1216905712.793,-1141.771,-2716.815,-2732.555,-1075.951
grab_1216909764.667,-1139.72,-2714.756,-2730.456,-1073.951,grab_1216905712.793,-1141.771,-2716.815,-2732.555,-1075.951
grab_1216909764.836,-1143.954,-2721.368,-2737.141,-1078.025,grab_1216905713.637,-1143.193,-2718.957,-2734.722,-1077.321
grab_1216909765.515,-1145.379,-2723.614,-2739.411,-1079.395,grab_1216905713.637,-1143.193,-2718.957,-2734.722,-1077.321
grab_1216909765.719,-1152.815,-2734.732,-2750.659,-1086.56,grab_1216905714.833,-1156.193,-2738.049,-2754.043,-1089.856
grab_1216909766.535,-1154.35,-2736.929,-2752.884,-1088.041,grab_1216905714.833,-1156.193,-2738.049,-2754.043,-1089.856
grab_1216909766.711,-1158.935,-2743.521,-2759.557,-1092.466,grab_1216905714.833,-1156.193,-2738.049,-2754.043,-1089.856
grab_1216909767.556,-1160.47,-2745.718,-2761.782,-1093.947,grab_1216905715.853,-1163.409,-2748.504,-2764.626,-1096.817
grab_1216909767.759,-1168.05,-2756.672,-2772.87,-1101.261,grab_1216905716.875,-1170.601,-2758.684,-2774.934,-1103.76
grab_1216909768.578,-1168.05,-2756.672,-2772.87,-1101.261,grab_1216905716.875,-1170.601,-2758.684,-2774.934,-1103.76
grab_1216909768.750,-1173.858,-2765.549,-2781.848,-1106.852,grab_1216905717.735,-1172.002,-2760.724,-2776.998,-1105.112
grab_1216909769.601,-1176.578,-2770.09,-2786.434,-1109.463,grab_1216905717.897,-1179.149,-2770.594,-2786.997,-1112.018
grab_1216909769.799,-1182.743,-2778.406,-2794.862,-1115.425,grab_1216905718.916,-1184.893,-2778.322,-2794.829,-1117.572
grab_1216909770.619,-1182.743,-2778.406,-2794.862,-1115.425,grab_1216905718.916,-1184.893,-2778.322,-2794.829,-1117.572
grab_1216909770.792,-1190.487,-2788.389,-2804.987,-1122.923,grab_1216905719.938,-1193.446,-2789.644,-2806.307,-1125.849
grab_1216909771.642,-1192.034,-2790.322,-2806.948,-1124.423,grab_1216905719.938,-1193.446,-2789.644,-2806.307,-1125.849
grab_1216909771.845,-1199.269,-2799.983,-2816.741,-1131.421,grab_1216905720.965,-1200.652,-2798.857,-2815.653,-1132.829
grab_1216909772.663,-1199.269,-2799.983,-2816.741,-1131.421,grab_1216905720.965,-1200.652,-2798.857,-2815.653,-1132.829
grab_1216909772.836,-1204.983,-2807.251,-2824.114,-1136.957,grab_1216905721.983,-1207.594,-2807.881,-2824.803,-1139.549
grab_1216909773.683,-1206.34,-2809.015,-2825.903,-1138.272,grab_1216905721.983,-1207.594,-2807.881,-2824.803,-1139.549
grab_1216909773.884,-1212.75,-2817.475,-2834.48,-1144.474,grab_1216905723.010,-1213.795,-2816.967,-2834.0,-1145.53
grab_1216909774.704,-1213.92,-2819.163,-2836.189,-1145.604,grab_1216905723.850,-1214.932,-2818.783,-2835.834,-1146.622
grab_1216909775.045,-1217.28,-2824.069,-2841.154,-1148.844,grab_1216905724.022,-1219.434,-2825.803,-2842.932,-1150.955
grab_1216909775.557,-1220.504,-2828.724,-2845.867,-1151.954,grab_1216905724.869,-1220.568,-2827.48,-2844.629,-1152.047
grab_1216909776.242,-1221.594,-2830.161,-2847.323,-1153.01,grab_1216905724.869,-1220.568,-2827.48,-2844.629,-1152.047
grab_1216909776.433,-1228.855,-2839.315,-2856.611,-1160.045,grab_1216905725.046,-1228.543,-2837.883,-2855.178,-1159.768
grab_1216909777.767,-1233.934,-2844.802,-2862.196,-1164.989,grab_1216905726.571,-1235.849,-2845.84,-2863.275,-1166.877
grab_1216909778.786,-1234.922,-2845.85,-2863.263,-1165.952,grab_1216905726.571,-1235.849,-2845.84,-2863.275,-1166.877
grab_1216909778.991,-1239.242,-2851.355,-2868.847,-1170.136,grab_1216905727.943,-1239.468,-2849.911,-2867.415,-1170.395
grab_1216909779.812,-1239.242,-2851.355,-2868.847,-1170.136,grab_1216905727.943,-1239.468,-2849.911,-2867.415,-1170.395
grab_1216909780.016,-1240.916,-2860.363,-2877.858,-1171.599,grab_1216905735.597,-1240.584,-2862.017,-2879.497,-1171.228
grab_1216909781.343,-1237.484,-2867.453,-2884.836,-1168.007,grab_1216905736.620,-1236.868,-2866.477,-2883.85,-1167.414
grab_1216909782.367,-1234.003,-2871.654,-2888.938,-1164.433,grab_1216905737.640,-1232.992,-2871.252,-2888.513,-1163.434
grab_1216909783.390,-1233.119,-2872.722,-2889.98,-1163.526,grab_1216905737.640,-1232.992,-2871.252,-2888.513,-1163.434
grab_1216909783.585,-1227.884,-2882.075,-2899.17,-1158.083,grab_1216905739.680,-1228.815,-2878.244,-2895.376,-1159.101
grab_1216909784.914,-1227.384,-2883.687,-2900.763,-1157.546,grab_1216905739.680,-1228.815,-2878.244,-2895.376,-1159.101
grab_1216909785.113,-1226.931,-2896.094,-2913.107,-1156.805,grab_1216905741.207,-1226.631,-2891.175,-2908.201,-1156.62
grab_1216909786.450,-1228.243,-2903.868,-2920.879,-1157.935,grab_1216905741.380,-1228.421,-2904.335,-2921.349,-1158.101
grab_1216909787.475,-1228.606,-2905.885,-2922.897,-1158.249,grab_1216905742.740,-1228.707,-2906.263,-2923.275,-1158.342
grab_1216909787.674,-1229.952,-2914.337,-2931.345,-1159.397,grab_1216905742.912,-1229.428,-2910.159,-2927.173,-1158.972
grab_1216909788.491,-1230.594,-2918.811,-2935.816,-1159.934,grab_1216905743.764,-1231.512,-2924.015,-2941.02,-1160.73
grab_1216909788.662,-1231.754,-2928.004,-2944.998,-1160.879,grab_1216905743.764,-1231.512,-2924.015,-2941.02,-1160.73
grab_1216909789.520,-1232.031,-2930.38,-2947.371,-1161.101,grab_1216905744.782,-1233.102,-2934.936,-2951.933,-1162.064
grab_1216909789.723,-1233.033,-2939.968,-2956.942,-1161.878,grab_1216905744.782,-1233.102,-2934.936,-2951.933,-1162.064
